"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"43370";"2010025";"20";"l";"Non";"Non"
2022;"43370";"2010239";"35";"l";"Non";"Non"
2022;"43370";"2020474";"10";"l";"Non";"Non"
2022;"43370";"2030323";"39";"l";"Non";"Non"
2022;"43370";"2040146";"0.35";"l";"Non";"Non"
2022;"43370";"2060063";"32";"kg";"Non";"Non"
2022;"43370";"2060088";"485";"l";"Non";"Non"
2022;"43370";"2060098";"0.4";"l";"Non";"Non"
2022;"43370";"2060127";"0.55";"l";"Non";"Non"
2022;"43370";"2070184";"430";"l";"Non";"Non"
2022;"43370";"2080026";"5";"l";"Non";"Non"
2022;"43370";"2080094";"11.5";"kg";"Non";"Non"
2022;"43370";"2080105";"40";"l";"Non";"Non"
2022;"43370";"2080124";"18";"kg";"Non";"Non"
2022;"43370";"2080125";"1";"kg";"Non";"Non"
2022;"43370";"2080136";"2";"kg";"Non";"Non"
2022;"43370";"2090010";"5";"l";"Non";"Non"
2022;"43370";"2090011";"160";"l";"Non";"Non"
2022;"43370";"2090016";"180";"l";"Non";"Non"
2022;"43370";"2090041";"8.0";"kg";"Non";"Non"
2022;"43370";"2090042";"25.30";"kg";"Non";"Non"
2022;"43370";"2090050";"24";"kg";"Non";"Non"
2022;"43370";"2090054";"24";"kg";"Non";"Non"
2022;"43370";"2090093";"565";"l";"Non";"Non"
2022;"43370";"2090101";"13";"l";"Non";"Non"
2022;"43370";"2090113";"540";"l";"Non";"Non"
2022;"43370";"2090118";"110";"l";"Non";"Non"
2022;"43370";"2090153";"6";"kg";"Non";"Non"
2022;"43370";"2100014";"42.6";"kg";"Non";"Non"
2022;"43370";"2100015";"0.09";"kg";"Non";"Non"
2022;"43370";"2100065";"0.45";"kg";"Non";"Non"
2022;"43370";"2100069";"1.5";"kg";"Non";"Non"
2022;"43370";"2100108";"50";"l";"Non";"Non"
2022;"43370";"2100111";"35";"l";"Non";"Non"
2022;"43370";"2100112";"2";"l";"Non";"Non"
2022;"43370";"2100138";"730";"l";"Non";"Non"
2022;"43370";"2100186";"200";"l";"Non";"Non"
2022;"43370";"2110018";"3.32";"l";"Non";"Non"
2022;"43370";"2110072";"0.1";"kg";"Non";"Non"
2022;"43370";"2110102";"46.63";"l";"Non";"Non"
2022;"43370";"2110104";"501";"l";"Non";"Non"
2022;"43370";"2110111";"50";"l";"Non";"Non"
2022;"43370";"2110143";"7";"l";"Non";"Non"
2022;"43370";"2110152";"14";"l";"Non";"Non"
2022;"43370";"2110154";"12";"l";"Non";"Non"
2022;"43370";"2110162";"70";"l";"Non";"Non"
2022;"43370";"2110167";"1";"l";"Non";"Non"
2022;"43370";"2110192";"1";"kg";"Non";"Non"
2022;"43370";"2120041";"1.34";"l";"Non";"Non"
2022;"43370";"2120048";"26";"l";"Non";"Non"
2022;"43370";"2120075";"10";"l";"Non";"Non"
2022;"43370";"2130063";"35.05";"l";"Non";"Non"
2022;"43370";"2130068";"2";"l";"Non";"Non"
2022;"43370";"2130069";"25";"l";"Non";"Non"
2022;"43370";"2130083";"11";"l";"Non";"Non"
2022;"43370";"2130091";"7";"l";"Non";"Non"
2022;"43370";"2130152";"2";"l";"Non";"Non"
2022;"43370";"2130242";"30";"l";"Non";"Non"
2022;"43370";"2140002";"19";"l";"Non";"Non"
2022;"43370";"2140042";"3";"l";"Non";"Non"
2022;"43370";"2140052";"5";"l";"Non";"Non"
2022;"43370";"2140078";"1.03";"l";"Non";"Non"
2022;"43370";"2140168";"0.35";"l";"Non";"Non"
2022;"43370";"2140258";"5";"l";"Non";"Non"
2022;"43370";"2150012";"1";"l";"Non";"Non"
2022;"43370";"2150084";"5";"l";"Non";"Non"
2022;"43370";"2150140";"440";"l";"Non";"Non"
2022;"43370";"2160693";"124";"l";"Non";"Non"
2022;"43370";"2160920";"55";"l";"Non";"Non"
2022;"43370";"2160931";"20";"l";"Non";"Non"
2022;"43370";"2160936";"147";"l";"Non";"Non"
2022;"43370";"2160937";"9";"l";"Non";"Non"
2022;"43370";"2160959";"165";"l";"Non";"Non"
2022;"43370";"2161101";"14";"l";"Non";"Non"
2022;"43370";"2170208";"6";"kg";"Non";"Non"
2022;"43370";"2170237";"30";"kg";"Non";"Non"
2022;"43370";"2170238";"2";"kg";"Non";"Non"
2022;"43370";"2170360";"5";"l";"Non";"Non"
2022;"43370";"2170381";"10.05";"l";"Non";"Non"
2022;"43370";"2170712";"4";"l";"Non";"Non"
2022;"43370";"2170752";"0.02";"l";"Non";"Non"
2022;"43370";"2171054";"30";"l";"Non";"Non"
2022;"43370";"2180009";"1";"kg";"Non";"Non"
2022;"43370";"2180088";"10";"l";"Non";"Non"
2022;"43370";"2180124";"4.6";"l";"Non";"Non"
2022;"43370";"2180233";"13";"l";"Non";"Non"
2022;"43370";"2180865";"10";"l";"Non";"Non"
2022;"43370";"2190062";"3";"l";"Non";"Non"
2022;"43370";"2190214";"30";"l";"Non";"Non"
2022;"43370";"2190559";"15";"l";"Non";"Non"
2022;"43370";"2190591";"20";"l";"Non";"Non"
2022;"43370";"2190686";"14";"l";"Non";"Non"
2022;"43370";"2190722";"870";"l";"Non";"Non"
2022;"43370";"2200753";"345";"l";"Non";"Non"
2022;"43370";"2220146";"20";"l";"Non";"Non"
2022;"43370";"8100345";"0.15";"kg";"Non";"Non"
2022;"43370";"8400255";"24";"kg";"Non";"Non"
2022;"43370";"8400574";"75";"l";"Non";"Non"
2022;"43370";"8400600";"15";"l";"Non";"Non"
2022;"43370";"8600232";"20";"l";"Non";"Non"
2022;"43370";"8600243";"110";"l";"Non";"Non"
2022;"43370";"8700002";"110";"l";"Non";"Non"
2022;"43370";"8700196";"1";"l";"Non";"Non"
2022;"43370";"8700462";"920";"l";"Non";"Non"
2022;"43370";"9000184";"10";"l";"Non";"Non"
2022;"43370";"9000490";"35";"l";"Non";"Non"
2022;"43370";"9000619";"40";"l";"Non";"Non"
2022;"43370";"9000741";"30";"l";"Non";"Non"
2022;"43370";"9100296";"18";"l";"Non";"Non"
2022;"43370";"9100418";"14";"l";"Non";"Non"
2022;"43370";"9200159";"5";"l";"Non";"Non"
2022;"43370";"9200548";"38";"l";"Non";"Non"
2022;"43370";"9400052";"19";"l";"Non";"Non"
2022;"43370";"9500040";"61";"l";"Non";"Non"
2022;"43370";"9600093";"89.99";"l";"Non";"Non"
2022;"43370";"9600197";"3.1";"kg";"Non";"Non"
2022;"43370";"9600370";"145";"l";"Non";"Non"
2022;"43370";"9600390";"60";"l";"Non";"Non"
2022;"43370";"9800018";"80";"l";"Non";"Non"
2022;"43370";"9800182";"5";"l";"Non";"Non"
2022;"43370";"9800336";"4";"l";"Non";"Non"
2022;"43370";"9800347";"10";"l";"Non";"Non"
2022;"43370";"9900047";"1";"l";"Non";"Non"
2022;"43370";"9900115";"45";"l";"Non";"Non"
2022;"43370";"9900251";"80";"l";"Non";"Non"
2022;"43370";"9900446";"0.15";"kg";"Non";"Non"
2022;"43380";"2000018";"20";"kg";"Non";"Non"
2022;"43380";"2010019";"35";"l";"Non";"Non"
2022;"43380";"2010239";"20";"l";"Non";"Non"
2022;"43380";"2020099";"5";"l";"Non";"Non"
2022;"43380";"2030323";"0.04";"l";"Non";"Non"
2022;"43380";"2030332";"30";"l";"Non";"Non"
2022;"43380";"2060063";"1";"kg";"Non";"Non"
2022;"43380";"2060088";"85";"l";"Non";"Non"
2022;"43380";"2060098";"0.1";"l";"Non";"Non"
2022;"43380";"2060119";"0.06";"kg";"Non";"Non"
2022;"43380";"2060127";"1.54";"l";"Non";"Non"
2022;"43380";"2060131";"10";"l";"Non";"Non"
2022;"43380";"2080026";"2";"l";"Non";"Non"
2022;"43380";"2080094";"3.5";"kg";"Non";"Non"
2022;"43380";"2080117";"0.65";"kg";"Non";"Non"
2022;"43380";"2090011";"40";"l";"Non";"Non"
2022;"43380";"2090016";"30";"l";"Non";"Non"
2022;"43380";"2090041";"3";"kg";"Non";"Non"
2022;"43380";"2090042";"19.25";"kg";"Non";"Non"
2022;"43380";"2090054";"6";"kg";"Non";"Non"
2022;"43380";"2090093";"165";"l";"Non";"Non"
2022;"43380";"2090113";"550";"l";"Non";"Non"
2022;"43380";"2090117";"5";"l";"Non";"Non"
2022;"43380";"2090118";"180";"l";"Non";"Non"
2022;"43380";"2090153";"4";"kg";"Non";"Non"
2022;"43380";"2100014";"20.4";"kg";"Non";"Non"
2022;"43380";"2100015";"0.09";"kg";"Non";"Non"
2022;"43380";"2100018";"5";"l";"Non";"Non"
2022;"43380";"2100028";"5";"l";"Non";"Non"
2022;"43380";"2100051";"10.08";"l";"Non";"Non"
2022;"43380";"2100069";"1";"kg";"Non";"Non"
2022;"38510";"2100177";"27.5";"kg";"Non";"Non"
2022;"43380";"2100112";"3";"l";"Non";"Non"
2022;"43380";"2100121";"0.35";"l";"Non";"Non"
2022;"43380";"2100138";"135";"l";"Non";"Non"
2022;"43380";"2110012";"5";"l";"Non";"Non"
2022;"43380";"2110018";"0.35";"l";"Non";"Non"
2022;"38510";"2100231";"93";"kg";"Non";"Non"
2022;"43380";"2110063";"1.05";"kg";"Non";"Non"
2022;"43380";"2110102";"48.25";"l";"Non";"Non"
2022;"43380";"2110104";"75";"l";"Non";"Non"
2022;"43380";"2110111";"50";"l";"Non";"Non"
2022;"38510";"2110007";"0.3";"kg";"Non";"Non"
2022;"43380";"2110143";"2";"l";"Non";"Non"
2022;"43380";"2110152";"7";"l";"Non";"Non"
2022;"43380";"2120041";"0.57";"l";"Non";"Non"
2022;"43380";"2120048";"71";"l";"Non";"Non"
2022;"43380";"2120066";"50";"l";"Non";"Non"
2022;"38510";"2110012";"1";"l";"Non";"Non"
2022;"43380";"2120075";"20";"l";"Non";"Non"
2022;"43380";"2120160";"5";"l";"Non";"Non"
2022;"43380";"2130063";"30.05";"l";"Non";"Non"
2022;"43380";"2130068";"2";"l";"Non";"Non"
2022;"43380";"2130069";"7";"l";"Non";"Non"
2022;"38510";"2110018";"0.42";"l";"Non";"Non"
2022;"43380";"2130083";"4";"l";"Non";"Non"
2022;"43380";"2130242";"60";"l";"Non";"Non"
2022;"43380";"2140207";"1";"l";"Non";"Non"
2022;"43380";"2140258";"10";"l";"Non";"Non"
2022;"43380";"2150012";"5";"l";"Non";"Non"
2022;"43380";"2150084";"50";"l";"Non";"Non"
2022;"43380";"2150140";"120";"l";"Non";"Non"
2022;"43380";"2150387";"1";"l";"Non";"Non"
2022;"43380";"2160693";"2";"l";"Non";"Non"
2022;"43380";"2160931";"25";"l";"Non";"Non"
2022;"43380";"2160936";"66";"l";"Non";"Non"
2022;"43380";"2160937";"9";"l";"Non";"Non"
2022;"43380";"2160959";"10";"l";"Non";"Non"
2022;"43380";"2170208";"9";"kg";"Non";"Non"
2022;"43380";"2170381";"0.05";"l";"Non";"Non"
2022;"43380";"2171054";"35";"l";"Non";"Non"
2022;"43380";"2171089";"12";"kg";"Non";"Non"
2022;"43380";"2180009";"3";"kg";"Non";"Non"
2022;"43380";"2180124";"0.96";"l";"Non";"Non"
2022;"43380";"2180233";"9";"l";"Non";"Non"
2022;"43380";"2180865";"20";"l";"Non";"Non"
2022;"43380";"2190062";"3";"l";"Non";"Non"
2022;"43380";"2190639";"10";"l";"Non";"Non"
2022;"43380";"2190722";"20";"l";"Non";"Non"
2022;"43380";"2200753";"30";"l";"Non";"Non"
2022;"43380";"8400096";"2";"l";"Non";"Non"
2022;"43380";"8400255";"1.8";"kg";"Non";"Non"
2022;"43380";"8400528";"1";"l";"Non";"Non"
2022;"43380";"8400600";"2";"l";"Non";"Non"
2022;"43380";"8600243";"20";"l";"Non";"Non"
2022;"43380";"8700462";"150";"l";"Non";"Non"
2022;"43380";"8800841";"1";"l";"Non";"Non"
2022;"43380";"8900564";"1";"l";"Non";"Non"
2022;"43380";"9000184";"70";"l";"Non";"Non"
2022;"43380";"9000741";"10";"l";"Non";"Non"
2022;"43380";"9100418";"6";"l";"Non";"Non"
2022;"43380";"9200215";"10";"kg";"Non";"Non"
2022;"43380";"9200380";"10";"kg";"Non";"Non"
2022;"43380";"9200548";"20";"l";"Non";"Non"
2022;"43380";"9400008";"0.87";"l";"Non";"Non"
2022;"43380";"9500040";"10";"l";"Non";"Non"
2022;"43380";"9500452";"30";"kg";"Non";"Non"
2022;"43380";"9500628";"3";"kg";"Non";"Non"
2022;"43380";"9600093";"3.33";"l";"Non";"Non"
2022;"43380";"9600197";"1.5";"kg";"Non";"Non"
2022;"43380";"9600370";"40";"l";"Non";"Non"
2022;"43380";"9800245";"160";"kg";"Non";"Non"
2022;"43380";"9800474";"15";"kg";"Non";"Non"
2022;"43380";"9900251";"110";"l";"Non";"Non"
2022;"43380";"9900446";"0.65";"kg";"Non";"Non"
2022;"43390";"2000003";"5";"l";"Non";"Non"
2022;"43390";"2000044";"2";"l";"Non";"Non"
2022;"43390";"2000122";"0.05";"l";"Non";"Non"
2022;"43390";"2000299";"1";"l";"Non";"Non"
2022;"43390";"2000327";"5";"l";"Non";"Non"
2022;"43390";"2000380";"25";"l";"Non";"Non"
2022;"43390";"2020099";"4";"l";"Non";"Non"
2022;"38510";"2110063";"3";"kg";"Non";"Non"
2022;"43390";"2030071";"15";"kg";"Non";"Non"
2022;"43390";"2030323";"25";"l";"Non";"Non"
2022;"43390";"2050046";"2";"kg";"Non";"Non"
2022;"38510";"2110082";"1.2";"kg";"Non";"Non"
2022;"43390";"2060088";"50";"l";"Non";"Non"
2022;"43390";"2060098";"2.1";"l";"Non";"Non"
2022;"38510";"2110086";"30";"l";"Non";"Non"
2022;"38510";"2110102";"231.05";"l";"Non";"Non"
2022;"38510";"2110111";"240";"l";"Non";"Non"
2022;"38510";"2110143";"2";"l";"Non";"Non"
2022;"38510";"2110147";"2";"kg";"Non";"Non"
2022;"38510";"2110148";"5";"l";"Non";"Non"
2022;"38510";"2110149";"13.35";"l";"Oui";"Non"
2022;"38510";"2110150";"7.97";"l";"Oui";"Non"
2022;"38510";"2110180";"1.12";"kg";"Oui";"Non"
2022;"38510";"2120041";"0.98";"l";"Non";"Non"
2022;"38510";"2120048";"83";"l";"Non";"Non"
2022;"38510";"2120087";"9";"kg";"Non";"Non"
2022;"38510";"2120089";"9";"l";"Non";"Non"
2022;"38510";"2120117";"20";"l";"Non";"Non"
2022;"38510";"2120120";"20";"l";"Non";"Non"
2022;"38510";"2120143";"280";"l";"Non";"Non"
2022;"38510";"2120153";"90";"l";"Non";"Non"
2022;"38510";"2130063";"160";"l";"Non";"Non"
2022;"38510";"2130067";"9";"l";"Non";"Non"
2022;"38510";"2130068";"2";"l";"Non";"Non"
2022;"38510";"2130086";"150";"kg";"Non";"Non"
2022;"38510";"2130140";"100";"l";"Non";"Non"
2022;"38510";"2130153";"4.06";"l";"Oui";"Non"
2022;"43390";"2060113";"0.3";"l";"Non";"Non"
2022;"38510";"2130164";"65";"l";"Non";"Non"
2022;"43390";"2060118";"35";"l";"Non";"Non"
2022;"43390";"2060119";"0.3";"kg";"Non";"Non"
2022;"43390";"2060127";"3.92";"l";"Non";"Non"
2022;"38510";"2130175";"1";"l";"Non";"Non"
2022;"43390";"2060131";"5";"l";"Non";"Non"
2022;"43390";"2080026";"7";"l";"Non";"Non"
2022;"43390";"2080094";"2";"kg";"Non";"Non"
2022;"38510";"2130202";"20";"l";"Non";"Non"
2022;"43390";"2080125";"23";"kg";"Non";"Non"
2022;"43390";"2080145";"5";"l";"Non";"Non"
2022;"43390";"2090041";"50.5";"kg";"Non";"Non"
2022;"38510";"2130244";"5";"l";"Non";"Non"
2022;"43390";"2090050";"96";"kg";"Non";"Non"
2022;"43390";"2090093";"40";"l";"Non";"Non"
2022;"43390";"2090113";"460";"l";"Non";"Non"
2022;"38510";"2130277";"180";"kg";"Non";"Non"
2022;"43390";"2090118";"110";"l";"Non";"Non"
2022;"43390";"2090127";"5";"l";"Non";"Non"
2022;"43390";"2100009";"3.8";"kg";"Non";"Non"
2022;"43390";"2100014";"4.8";"kg";"Non";"Non"
2022;"43390";"2100018";"10";"l";"Non";"Non"
2022;"43390";"2100028";"5";"l";"Non";"Non"
2022;"43390";"2100030";"120";"kg";"Non";"Non"
2022;"43390";"2100051";"20.48";"l";"Non";"Non"
2022;"43390";"2100108";"5";"l";"Non";"Non"
2022;"43390";"2100121";"0.35";"l";"Non";"Non"
2022;"43390";"2100138";"125";"l";"Non";"Non"
2022;"43390";"2110010";"0.5";"kg";"Non";"Non"
2022;"43390";"2110018";"0.6";"l";"Non";"Non"
2022;"43390";"2110063";"0.15";"kg";"Non";"Non"
2022;"43390";"2110102";"16.73";"l";"Non";"Non"
2022;"43390";"2110104";"41";"l";"Non";"Non"
2022;"43390";"2110111";"30";"l";"Non";"Non"
2022;"43390";"2110143";"2";"l";"Non";"Non"
2022;"43390";"2110152";"3";"l";"Non";"Non"
2022;"43390";"2120041";"5.1";"l";"Non";"Non"
2022;"43390";"2120048";"32";"l";"Non";"Non"
2022;"43390";"2120066";"10";"l";"Non";"Non"
2022;"43390";"2120177";"2";"kg";"Non";"Non"
2022;"43390";"2130069";"15";"l";"Non";"Non"
2022;"43390";"2130083";"2";"l";"Non";"Non"
2022;"43390";"2130142";"3";"kg";"Non";"Non"
2022;"43390";"2140258";"10";"l";"Non";"Non"
2022;"43390";"2150028";"10";"l";"Non";"Non"
2022;"43390";"2150084";"15";"l";"Non";"Non"
2022;"43390";"2150140";"380";"l";"Non";"Non"
2022;"43390";"2150247";"65";"l";"Non";"Non"
2022;"43390";"2160693";"10";"l";"Non";"Non"
2022;"43390";"2160920";"5";"l";"Non";"Non"
2022;"43390";"2160931";"40";"l";"Non";"Non"
2022;"43390";"2160936";"46";"l";"Non";"Non"
2022;"43390";"2160937";"150";"l";"Non";"Non"
2022;"43390";"2160959";"40";"l";"Non";"Non"
2022;"43390";"2180124";"1.22";"l";"Non";"Non"
2022;"43390";"2180165";"30";"l";"Non";"Non"
2022;"43390";"2180233";"3";"l";"Non";"Non"
2022;"43390";"2180672";"15";"l";"Non";"Non"
2022;"43390";"2190198";"50";"l";"Non";"Non"
2022;"43390";"2190559";"5";"l";"Non";"Non"
2022;"43390";"2190639";"20";"l";"Non";"Non"
2022;"43390";"2190722";"10";"l";"Non";"Non"
2022;"43390";"2200753";"25";"l";"Non";"Non"
2022;"43390";"2210138";"10";"l";"Non";"Non"
2022;"43390";"8400255";"0.5";"kg";"Non";"Non"
2022;"43390";"8600330";"1";"l";"Non";"Non"
2022;"43390";"8700196";"2";"l";"Non";"Non"
2022;"43390";"8700462";"70";"l";"Non";"Non"
2022;"43390";"8900564";"2";"l";"Non";"Non"
2022;"43390";"8900681";"10";"l";"Non";"Non"
2022;"43390";"9000490";"2";"l";"Non";"Non"
2022;"43390";"9100296";"45";"l";"Non";"Non"
2022;"43390";"9100418";"2";"l";"Non";"Non"
2022;"43390";"9100554";"2";"kg";"Non";"Non"
2022;"43390";"9200058";"1";"kg";"Non";"Non"
2022;"43390";"9400008";"2.82";"l";"Non";"Non"
2022;"43390";"9500040";"4";"l";"Non";"Non"
2022;"43390";"9600093";"5";"l";"Non";"Non"
2022;"43390";"9600370";"15";"l";"Non";"Non"
2022;"43390";"9800018";"15";"l";"Non";"Non"
2022;"43390";"9800182";"5";"l";"Non";"Non"
2022;"43390";"9800336";"13";"l";"Non";"Non"
2022;"43390";"9900251";"90";"l";"Non";"Non"
2022;"43400";"2040146";"9.8";"l";"Non";"Non"
2022;"43400";"2060088";"60";"l";"Non";"Non"
2022;"38510";"2140040";"5";"kg";"Non";"Non"
2022;"38510";"2140085";"2";"l";"Non";"Non"
2022;"38510";"2140098";"30";"l";"Non";"Non"
2022;"38510";"2140115";"15";"l";"Non";"Non"
2022;"38510";"2140121";"130.3";"l";"Oui";"Non"
2022;"38510";"2140173";"15";"l";"Non";"Non"
2022;"38510";"2140175";"15";"l";"Non";"Non"
2022;"38510";"2140193";"3.3";"l";"Oui";"Non"
2022;"38510";"2140194";"5";"l";"Non";"Non"
2022;"38510";"2140252";"80.29";"kg";"Oui";"Non"
2022;"38510";"2140254";"5";"l";"Non";"Non"
2022;"38510";"2140257";"115";"l";"Non";"Non"
2022;"38510";"2140258";"75";"l";"Non";"Non"
2022;"38510";"2150020";"0.1";"kg";"Non";"Non"
2022;"38510";"2150022";"90";"l";"Non";"Non"
2022;"38510";"2150026";"20";"l";"Non";"Non"
2022;"38510";"2150028";"300";"l";"Non";"Non"
2022;"38510";"2150084";"10";"l";"Non";"Non"
2022;"38510";"2150104";"100";"l";"Non";"Non"
2022;"43400";"2060098";"0.1";"l";"Non";"Non"
2022;"43400";"2090042";"1.1";"kg";"Non";"Non"
2022;"43400";"2090093";"20";"l";"Non";"Non"
2022;"38510";"2150125";"2.4";"l";"Non";"Non"
2022;"43400";"2100114";"4";"kg";"Non";"Non"
2022;"43400";"2110102";"0.7";"l";"Non";"Non"
2022;"43400";"2110111";"40";"l";"Non";"Non"
2022;"43400";"2110143";"2";"l";"Non";"Non"
2022;"38510";"2150140";"1345";"l";"Non";"Non"
2022;"43400";"2110154";"39";"l";"Non";"Non"
2022;"43400";"2120048";"10";"l";"Non";"Non"
2022;"43400";"2120143";"20";"l";"Non";"Non"
2022;"43400";"2120219";"0.75";"l";"Non";"Non"
2022;"38510";"2150417";"2.66";"l";"Oui";"Non"
2022;"43400";"2140121";"10";"l";"Oui";"Non"
2022;"43400";"2160730";"3";"l";"Non";"Non"
2022;"43400";"2180123";"3";"l";"Non";"Non"
2022;"38510";"2150483";"150";"kg";"Non";"Non"
2022;"43400";"2180124";"0.63";"l";"Non";"Non"
2022;"43400";"2180334";"6";"l";"Non";"Non"
2022;"43400";"2200304";"1";"l";"Non";"Non"
2022;"38510";"2150785";"30";"l";"Non";"Non"
2022;"43400";"9400463";"5";"l";"Non";"Non"
2022;"43400";"9800098";"10";"kg";"Non";"Non"
2022;"43410";"2000122";"0.08";"l";"Non";"Non"
2022;"38510";"2150790";"39.98";"kg";"Oui";"Non"
2022;"43410";"2030323";"5";"l";"Non";"Non"
2022;"43410";"2040338";"5";"l";"Non";"Non"
2022;"43410";"2060088";"5";"l";"Non";"Non"
2022;"38510";"2150964";"1480";"kg";"Non";"Non"
2022;"43410";"2060098";"2";"l";"Non";"Non"
2022;"43410";"2060127";"0.06";"l";"Non";"Non"
2022;"38510";"2150969";"1.50";"kg";"Oui";"Non"
2022;"43410";"2080026";"3";"l";"Non";"Non"
2022;"43410";"2080094";"1.5";"kg";"Non";"Non"
2022;"43410";"2090011";"50";"l";"Non";"Non"
2022;"38510";"2160008";"24";"l";"Non";"Non"
2022;"43410";"2090041";"3.5";"kg";"Non";"Non"
2022;"43410";"2090054";"1";"kg";"Non";"Non"
2022;"43410";"2090093";"20";"l";"Non";"Non"
2022;"38510";"2160115";"63.8";"l";"Oui";"Non"
2022;"43410";"2090113";"190";"l";"Non";"Non"
2022;"43410";"2100009";"3.28";"kg";"Non";"Non"
2022;"43410";"2100014";"0.6";"kg";"Non";"Non"
2022;"43410";"2100018";"5";"l";"Non";"Non"
2022;"38510";"2160226";"20";"kg";"Non";"Non"
2022;"43410";"2100028";"15";"l";"Non";"Non"
2022;"43410";"2100051";"4.38";"l";"Non";"Non"
2022;"43410";"2100069";"1.5";"kg";"Non";"Non"
2022;"43410";"2100108";"10";"l";"Non";"Non"
2022;"43410";"2100121";"1";"l";"Non";"Non"
2022;"43410";"2100138";"25";"l";"Non";"Non"
2022;"43410";"2110018";"0.3";"l";"Non";"Non"
2022;"43410";"2110072";"0.1";"kg";"Non";"Non"
2022;"43410";"2110082";"1.8";"kg";"Non";"Non"
2022;"43410";"2110102";"8.98";"l";"Non";"Non"
2022;"43410";"2110104";"20";"l";"Non";"Non"
2022;"43410";"2110111";"110";"l";"Non";"Non"
2022;"43410";"2120041";"0.82";"l";"Non";"Non"
2022;"43410";"2120048";"25";"l";"Non";"Non"
2022;"43410";"2140121";"10";"l";"Oui";"Non"
2022;"43410";"2150028";"10";"l";"Non";"Non"
2022;"43410";"2150084";"5";"l";"Non";"Non"
2022;"43410";"2160920";"5";"l";"Non";"Non"
2022;"43410";"2160936";"6";"l";"Non";"Non"
2022;"43410";"2160937";"24";"l";"Non";"Non"
2022;"43410";"2160959";"40";"l";"Non";"Non"
2022;"43410";"2170979";"2";"kg";"Non";"Non"
2022;"43410";"2170992";"1";"l";"Non";"Non"
2022;"43410";"2171066";"10";"l";"Non";"Non"
2022;"43410";"2180124";"2.06";"l";"Non";"Non"
2022;"43410";"2190559";"5";"l";"Non";"Non"
2022;"43410";"2190722";"30";"l";"Non";"Non"
2022;"43410";"2200753";"15";"l";"Non";"Non"
2022;"43410";"8400096";"18";"l";"Non";"Non"
2022;"43410";"8400600";"1";"l";"Non";"Non"
2022;"43410";"8700196";"1";"l";"Non";"Non"
2022;"43410";"8700462";"80";"l";"Non";"Non"
2022;"43410";"8800504";"7";"l";"Non";"Non"
2022;"43410";"8900681";"15";"l";"Non";"Non"
2022;"43410";"9400008";"0.48";"l";"Non";"Non"
2022;"43410";"9600093";"5";"l";"Non";"Non"
2022;"43410";"9600197";"0.5";"kg";"Non";"Non"
2022;"43410";"9600370";"30";"l";"Non";"Non"
2022;"43410";"9800182";"5";"l";"Non";"Non"
2022;"43410";"9800336";"2";"l";"Non";"Non"
2022;"43410";"9900251";"70";"l";"Non";"Non"
2022;"43420";"2000044";"1";"l";"Non";"Non"
2022;"43420";"2010019";"65";"l";"Non";"Non"
2022;"43420";"2010023";"4";"l";"Non";"Non"
2022;"43420";"2030323";"6";"l";"Non";"Non"
2022;"43420";"2060063";"3.5";"kg";"Non";"Non"
2022;"38510";"2160260";"10";"l";"Non";"Non"
2022;"38510";"2160343";"1";"l";"Non";"Non"
2022;"38510";"2160479";"35";"l";"Non";"Non"
2022;"38510";"2160556";"4";"l";"Non";"Non"
2022;"38510";"2160615";"5.55";"kg";"Oui";"Non"
2022;"38510";"2160693";"14";"l";"Non";"Non"
2022;"38510";"2160726";"70";"l";"Non";"Non"
2022;"38510";"2160756";"45";"l";"Non";"Non"
2022;"38510";"2160900";"5";"l";"Non";"Non"
2022;"38510";"2160920";"130";"l";"Non";"Non"
2022;"38510";"2160931";"31.25";"l";"Non";"Non"
2022;"38510";"2160936";"104";"l";"Non";"Non"
2022;"38510";"2160937";"6";"l";"Non";"Non"
2022;"38510";"2160959";"285";"l";"Non";"Non"
2022;"43420";"2060088";"55";"l";"Non";"Non"
2022;"43420";"2060098";"0.1";"l";"Non";"Non"
2022;"38510";"2160962";"4";"l";"Non";"Non"
2022;"43420";"2060119";"0.06";"kg";"Non";"Non"
2022;"43420";"2070184";"80";"l";"Non";"Non"
2022;"43420";"2080094";"13.5";"kg";"Non";"Non"
2022;"43420";"2080125";"0.1";"kg";"Non";"Non"
2022;"38510";"2161101";"60";"l";"Non";"Non"
2022;"43420";"2090011";"30";"l";"Non";"Non"
2022;"43420";"2090016";"60";"l";"Non";"Non"
2022;"43420";"2090041";"5.5";"kg";"Non";"Non"
2022;"38510";"2170158";"40";"l";"Non";"Non"
2022;"43420";"2090042";"2.20";"kg";"Non";"Non"
2022;"43420";"2090054";"4";"kg";"Non";"Non"
2022;"43420";"2090093";"120";"l";"Non";"Non"
2022;"43420";"2090118";"10";"l";"Non";"Non"
2022;"38510";"2170216";"39";"kg";"Non";"Non"
2022;"43420";"2100014";"10.95";"kg";"Non";"Non"
2022;"43420";"2100015";"0.09";"kg";"Non";"Non"
2022;"43420";"2100108";"40";"l";"Non";"Non"
2022;"38510";"2170243";"16.40";"l";"Oui";"Non"
2022;"43420";"2100112";"6";"l";"Non";"Non"
2022;"43420";"2100138";"190";"l";"Non";"Non"
2022;"43420";"2110018";"1.57";"l";"Non";"Non"
