"annee";"code_postal_acheteur";"amm";"quantite_produit";"conditionnement";"eaj";"achat_etranger"
2022;"03350";"2220146";"380";"l";"Non";"Non"
2022;"03350";"2220261";"80";"l";"Non";"Non"
2022;"03350";"2220321";"25.35";"l";"Non";"Non"
2022;"03350";"8400096";"10";"l";"Non";"Non"
2022;"03350";"8400255";"14.4";"kg";"Non";"Non"
2022;"03350";"8400574";"55";"l";"Non";"Non"
2022;"03350";"8600243";"10";"l";"Non";"Non"
2022;"03350";"8600349";"0.2";"kg";"Oui";"Non"
2022;"03350";"8700462";"1630";"l";"Non";"Non"
2022;"03350";"8800199";"30";"l";"Non";"Non"
2022;"03350";"8800504";"6";"l";"Non";"Non"
2022;"03350";"8900564";"15";"l";"Non";"Non"
2022;"03350";"9000184";"5";"l";"Non";"Non"
2022;"03350";"9000222";"80";"l";"Non";"Non"
2022;"03350";"9000753";"75";"kg";"Non";"Non"
2022;"03350";"9100046";"10";"l";"Non";"Non"
2022;"03350";"9100296";"20";"l";"Non";"Non"
2022;"03350";"9100418";"5";"l";"Non";"Non"
2022;"03350";"9400008";"0.68";"l";"Non";"Non"
2022;"03350";"9400052";"40";"l";"Non";"Non"
2022;"03350";"9400085";"7";"l";"Non";"Non"
2022;"03350";"9400495";"20";"l";"Oui";"Non"
2022;"03350";"9600093";"60";"l";"Non";"Non"
2022;"03350";"9800336";"30";"l";"Non";"Non"
2022;"03350";"9800344";"2.07";"l";"Non";"Non"
2022;"03350";"9800374";"0.51";"kg";"Non";"Non"
2022;"03350";"9900047";"30";"l";"Non";"Non"
2022;"03350";"9900251";"20";"l";"Non";"Non"
2022;"03350";"9900257";"5.6";"kg";"Oui";"Non"
2022;"03350";"9900340";"80";"l";"Non";"Non"
2022;"03350";"9900446";"0.25";"kg";"Non";"Non"
2022;"03360";"2000003";"5";"l";"Non";"Non"
2022;"03360";"2000122";"0.59";"l";"Non";"Non"
2022;"03360";"2000324";"5";"l";"Non";"Non"
2022;"03360";"2000380";"8";"l";"Non";"Non"
2022;"03360";"2010019";"10";"l";"Non";"Non"
2022;"03360";"2010030";"25";"l";"Non";"Non"
2022;"03360";"2010280";"20";"l";"Non";"Non"
2022;"03360";"2020099";"27";"l";"Non";"Non"
2022;"03360";"2020474";"30";"l";"Non";"Non"
2022;"03360";"2030323";"86.61";"l";"Non";"Non"
2022;"03360";"2040146";"8.25";"l";"Non";"Non"
2022;"03360";"2060088";"384";"l";"Non";"Non"
2022;"03360";"2060116";"2.5";"l";"Non";"Non"
2022;"03360";"2060118";"95";"l";"Non";"Non"
2022;"03360";"2060119";"0.24";"kg";"Non";"Non"
2022;"03360";"2060127";"1.2";"l";"Non";"Non"
2022;"03360";"2060131";"3";"l";"Non";"Non"
2022;"03360";"2060194";"24";"kg";"Non";"Non"
2022;"03360";"2070184";"30";"l";"Non";"Non"
2022;"03360";"2070221";"10";"l";"Non";"Non"
2022;"03360";"2080026";"28";"l";"Non";"Non"
2022;"03360";"2080105";"20";"l";"Non";"Non"
2022;"03360";"2080117";"0.35";"kg";"Non";"Non"
2022;"03360";"2080123";"1.8";"kg";"Non";"Non"
2022;"03360";"2080124";"0.36";"kg";"Non";"Non"
2022;"03360";"2080125";"1.8";"kg";"Non";"Non"
2022;"03360";"2080145";"193";"l";"Non";"Non"
2022;"03360";"2080147";"5";"l";"Non";"Non"
2022;"03360";"2090016";"30";"l";"Non";"Non"
2022;"03360";"2090037";"10";"kg";"Non";"Non"
2022;"03360";"2090042";"3";"kg";"Non";"Non"
2022;"03360";"2090050";"828";"kg";"Non";"Non"
2022;"03360";"2090052";"2.61";"kg";"Non";"Non"
2022;"03360";"2090064";"20";"l";"Non";"Non"
2022;"03360";"2090093";"120";"l";"Non";"Non"
2022;"03360";"2090101";"80";"l";"Non";"Non"
2022;"03360";"2090111";"4.03";"l";"Non";"Non"
2022;"03360";"2090112";"13";"l";"Non";"Non"
2022;"03360";"2090113";"120";"l";"Non";"Non"
2022;"03360";"2090118";"150";"l";"Non";"Non"
2022;"03360";"2090159";"2.2";"kg";"Non";"Non"
2022;"03360";"2090186";"610";"l";"Non";"Non"
2022;"03360";"2090188";"150";"l";"Non";"Non"
2022;"03360";"2100002";"4.8";"l";"Non";"Non"
2022;"03360";"2100009";"11.4";"kg";"Non";"Non"
2022;"03360";"2100015";"0.09";"kg";"Non";"Non"
2022;"03360";"2100016";"1";"kg";"Non";"Non"
2022;"03360";"2100051";"6.50";"l";"Non";"Non"
2022;"03360";"2100052";"5";"l";"Non";"Non"
2022;"03360";"2100056";"35";"l";"Non";"Non"
2022;"03360";"2100057";"15";"l";"Non";"Non"
2022;"03360";"2100069";"1";"kg";"Non";"Non"
2022;"03360";"2100110";"7.2";"l";"Non";"Non"
2022;"03360";"2100111";"45";"l";"Non";"Non"
2022;"03360";"2100138";"170";"l";"Non";"Non"
2022;"03360";"2100186";"180";"l";"Non";"Non"
2022;"03360";"2100215";"130";"l";"Non";"Non"
2022;"03360";"2110018";"23.25";"l";"Non";"Non"
2022;"03360";"2110092";"0.04";"kg";"Non";"Non"
2022;"03360";"2110102";"54.79";"l";"Non";"Non"
2022;"03360";"2110104";"19";"l";"Non";"Non"
2022;"03360";"2110111";"110";"l";"Non";"Non"
2022;"03360";"2110144";"20";"l";"Non";"Non"
2022;"03360";"2110151";"130";"l";"Non";"Non"
2022;"03360";"2110152";"4";"l";"Non";"Non"
2022;"03360";"2120041";"4.20";"l";"Non";"Non"
2022;"03360";"2120048";"288";"l";"Non";"Non"
2022;"03360";"2120177";"4";"kg";"Non";"Non"
2022;"03360";"2130059";"25";"l";"Non";"Non"
2022;"03360";"2130063";"35";"l";"Non";"Non"
2022;"03360";"2130068";"41";"l";"Non";"Non"
2022;"03360";"2130069";"13";"l";"Non";"Non"
2022;"03360";"2130091";"15";"l";"Non";"Non"
2022;"03360";"2130129";"15";"kg";"Non";"Non"
2022;"03360";"2130140";"30";"l";"Non";"Non"
2022;"03360";"2130164";"70";"l";"Non";"Non"
2022;"03360";"2130242";"20";"l";"Non";"Non"
2022;"03360";"2130251";"15.3";"l";"Non";"Non"
2022;"03360";"2140132";"10";"l";"Non";"Non"
2022;"03360";"2140173";"140";"l";"Non";"Non"
2022;"03360";"2140199";"3";"kg";"Non";"Non"
2022;"03360";"2140257";"45";"l";"Non";"Non"
2022;"03360";"2140258";"75";"l";"Non";"Non"
2022;"03360";"2150012";"8";"l";"Non";"Non"
2022;"03360";"2150019";"7.2";"l";"Non";"Non"
2022;"03360";"2150022";"25";"l";"Non";"Non"
2022;"03360";"2150028";"90";"l";"Non";"Non"
2022;"03360";"2150125";"6.6";"l";"Non";"Non"
2022;"03360";"2150140";"2260";"l";"Non";"Non"
2022;"03360";"2150245";"4";"l";"Non";"Non"
2022;"03360";"2150483";"1590";"kg";"Non";"Non"
2022;"03360";"2150757";"5";"l";"Non";"Non"
2022;"03360";"2150870";"4";"l";"Non";"Non"
2022;"03360";"2160226";"124";"kg";"Non";"Non"
2022;"03360";"2160260";"20";"l";"Non";"Non"
2022;"03360";"2160384";"10";"l";"Non";"Non"
2022;"03360";"2160387";"100";"l";"Non";"Non"
2022;"03360";"2160477";"10";"l";"Non";"Non"
2022;"03360";"2160608";"3";"l";"Non";"Non"
2022;"03360";"2160617";"10";"l";"Non";"Non"
2022;"03360";"2160693";"70";"l";"Non";"Non"
2022;"03360";"2160724";"5";"l";"Non";"Non"
2022;"03360";"2160781";"170";"l";"Non";"Non"
2022;"03360";"2160931";"208.5";"l";"Non";"Non"
2022;"03360";"2160936";"60";"l";"Non";"Non"
2022;"03360";"2160937";"3";"l";"Non";"Non"
2022;"03360";"2161101";"10";"l";"Non";"Non"
2022;"03360";"2170158";"5";"l";"Non";"Non"
2022;"03360";"2170230";"0.61";"l";"Non";"Non"
2022;"03360";"2170381";"105";"l";"Non";"Non"
2022;"03360";"2170425";"10";"l";"Non";"Non"
2022;"03360";"2170712";"6";"l";"Non";"Non"
2022;"03360";"2170752";"0.34";"l";"Non";"Non"
2022;"03360";"2170979";"2";"kg";"Non";"Non"
2022;"03360";"2171066";"383";"l";"Non";"Non"
2022;"03360";"2171253";"0.07";"l";"Non";"Non"
2022;"03360";"2180009";"2";"kg";"Non";"Non"
2022;"03360";"2180124";"12.69";"l";"Non";"Non"
2022;"03360";"2180233";"24";"l";"Non";"Non"
2022;"03360";"2180260";"368";"kg";"Non";"Non"
2022;"03360";"2180619";"140";"l";"Non";"Non"
2022;"03360";"2180865";"0.06";"l";"Non";"Non"
2022;"03360";"2190040";"20";"l";"Non";"Non"
2022;"03360";"2190062";"7";"l";"Non";"Non"
2022;"03360";"2190088";"0.12";"l";"Oui";"Non"
2022;"03360";"2190149";"5";"l";"Non";"Non"
2022;"03360";"2190246";"10";"l";"Non";"Non"
2022;"03360";"2190268";"3";"l";"Non";"Non"
2022;"03360";"2190686";"45";"l";"Non";"Non"
2022;"03360";"2200063";"15";"l";"Non";"Non"
2022;"03360";"2200736";"0.14";"l";"Non";"Non"
2022;"03360";"2200753";"20";"l";"Non";"Non"
2022;"03360";"2210146";"10";"l";"Non";"Non"
2022;"03360";"2210355";"20";"l";"Non";"Non"
2022;"03360";"2210743";"10";"l";"Non";"Non"
2022;"03360";"2210858";"10";"l";"Non";"Non"
2022;"03360";"2220146";"40";"l";"Non";"Non"
2022;"03360";"2220261";"280";"l";"Non";"Non"
2022;"03360";"7900753";"1";"l";"Non";"Non"
2022;"03360";"8400255";"4.9";"kg";"Non";"Non"
2022;"03360";"8400574";"120";"l";"Non";"Non"
2022;"03360";"8500351";"0.35";"kg";"Non";"Non"
2022;"03360";"8600232";"10";"l";"Non";"Non"
2022;"03360";"8600243";"140";"l";"Non";"Non"
2022;"03360";"8600330";"1";"l";"Non";"Non"
2022;"03360";"8700020";"75";"l";"Non";"Non"
2022;"03360";"8700462";"410";"l";"Non";"Non"
2022;"03360";"8800161";"190";"l";"Non";"Non"
2022;"03360";"8800199";"23";"l";"Non";"Non"
2022;"03360";"8800504";"2";"l";"Non";"Non"
2022;"03360";"8900681";"5";"l";"Non";"Non"
2022;"03360";"9000184";"145";"l";"Non";"Non"
2022;"03360";"9000490";"35";"l";"Non";"Non"
2022;"03360";"9000619";"10";"l";"Non";"Non"
2022;"03360";"9000741";"5";"l";"Non";"Non"
2022;"03360";"9000833";"5";"l";"Non";"Non"
2022;"03360";"9100296";"205";"l";"Non";"Non"
2022;"03360";"9100418";"65";"l";"Non";"Non"
2022;"03360";"9200073";"0.2";"kg";"Non";"Non"
2022;"03360";"9200215";"0.5";"kg";"Non";"Non"
2022;"03360";"9400008";"2.56";"l";"Non";"Non"
2022;"03360";"9400463";"15";"l";"Non";"Non"
2022;"03360";"9400495";"60";"l";"Oui";"Non"
2022;"03360";"9500568";"1";"kg";"Non";"Non"
2022;"03360";"9500628";"36";"kg";"Non";"Non"
2022;"03360";"9600093";"5";"l";"Non";"Non"
2022;"03360";"9600370";"15";"l";"Non";"Non"
2022;"03360";"9600390";"60";"l";"Non";"Non"
2022;"03360";"9700070";"1.2";"kg";"Non";"Non"
2022;"03360";"9700332";"6";"l";"Non";"Non"
2022;"03360";"9800018";"100";"l";"Non";"Non"
2022;"03360";"9800100";"30";"l";"Non";"Non"
2022;"03360";"9800182";"30";"l";"Non";"Non"
2022;"03360";"9800201";"8";"l";"Non";"Non"
2022;"03360";"9800259";"60";"l";"Non";"Non"
2022;"03360";"9800262";"5";"kg";"Non";"Non"
2022;"03360";"9800336";"35";"l";"Non";"Non"
2022;"03360";"9800343";"20";"l";"Non";"Non"
2022;"03360";"9800344";"2.81";"l";"Non";"Non"
2022;"03360";"9900047";"55";"l";"Non";"Non"
2022;"03360";"9900115";"40";"l";"Non";"Non"
2022;"03360";"9900251";"60";"l";"Non";"Non"
2022;"03360";"9900257";"3.2";"kg";"Oui";"Non"
2022;"03370";"2000044";"10";"l";"Non";"Non"
2022;"03370";"2000122";"2.11";"l";"Non";"Non"
2022;"03370";"2000324";"53";"l";"Non";"Non"
2022;"03370";"2010019";"40";"l";"Non";"Non"
2022;"03370";"2010023";"15";"l";"Non";"Non"
2022;"03370";"2010030";"40";"l";"Non";"Non"
2022;"03370";"2010239";"20";"l";"Non";"Non"
2022;"03370";"2010280";"333";"l";"Non";"Non"
2022;"03370";"2020099";"87";"l";"Non";"Non"
2022;"03370";"2030071";"420";"kg";"Non";"Non"
2022;"03370";"2030323";"368.23";"l";"Non";"Non"
2022;"03370";"2030342";"500";"l";"Non";"Non"
2022;"03370";"2040146";"13.84";"l";"Non";"Non"
2022;"03370";"2050075";"5";"kg";"Non";"Non"
2022;"03370";"2060088";"400";"l";"Non";"Non"
2022;"03370";"2060116";"85";"l";"Non";"Non"
2022;"03370";"2060118";"185";"l";"Non";"Non"
2022;"03370";"2060119";"0.3";"kg";"Non";"Non"
2022;"03370";"2060131";"3";"l";"Non";"Non"
2022;"03370";"2060194";"108";"kg";"Non";"Non"
2022;"03370";"2070184";"280";"l";"Non";"Non"
2022;"03370";"2070221";"60";"l";"Non";"Non"
2022;"03370";"2080094";"12.6";"kg";"Non";"Non"
2022;"03370";"2080105";"5";"l";"Non";"Non"
2022;"03370";"2080117";"0.55";"kg";"Non";"Non"
2022;"03370";"2080123";"5.7";"kg";"Non";"Non"
2022;"03370";"2080125";"7.1";"kg";"Non";"Non"
2022;"03370";"2080145";"527";"l";"Non";"Non"
2022;"03370";"2080147";"20";"l";"Non";"Non"
2022;"03370";"2090009";"200";"l";"Non";"Non"
2022;"03370";"2090016";"40";"l";"Non";"Non"
2022;"03370";"2090037";"11";"kg";"Non";"Non"
2022;"03370";"2090042";"104.55";"kg";"Non";"Non"
2022;"03370";"2090050";"396";"kg";"Non";"Non"
2022;"03370";"2090052";"1.5";"kg";"Non";"Non"
2022;"03370";"2090054";"1.87";"kg";"Non";"Non"
2022;"03370";"2090064";"55";"l";"Non";"Non"
2022;"03370";"2090068";"10";"l";"Non";"Non"
2022;"03370";"2090072";"0.6";"kg";"Non";"Non"
2022;"03370";"2090093";"120";"l";"Non";"Non"
2022;"03370";"2090111";"10";"l";"Non";"Non"
2022;"03370";"2090113";"220";"l";"Non";"Non"
2022;"03370";"2090117";"55";"l";"Non";"Non"
2022;"03370";"2090118";"470";"l";"Non";"Non"
2022;"03370";"2090149";"15";"l";"Non";"Non"
2022;"03370";"2090159";"2.8";"kg";"Non";"Non"
2022;"03370";"2090186";"1250";"l";"Non";"Non"
2022;"03370";"2090188";"20";"l";"Non";"Non"
2022;"03370";"2100009";"21.0";"kg";"Non";"Non"
2022;"03370";"2100015";"0.7";"kg";"Non";"Non"
2022;"03370";"2100016";"28";"kg";"Non";"Non"
2022;"03370";"2100026";"19";"l";"Non";"Non"
2022;"03370";"2100028";"35";"l";"Non";"Non"
2022;"03370";"2100037";"25";"l";"Non";"Non"
2022;"03370";"2100052";"315";"l";"Non";"Non"
2022;"03370";"2100056";"210";"l";"Non";"Non"
2022;"03370";"2100057";"15";"l";"Non";"Non"
2022;"03370";"2100069";"22.5";"kg";"Non";"Non"
2022;"03370";"2100108";"280";"l";"Non";"Non"
2022;"03370";"2100110";"10.8";"l";"Non";"Non"
2022;"03370";"2100111";"25";"l";"Non";"Non"
2022;"03370";"2100112";"30";"l";"Non";"Non"
2022;"03370";"2100138";"1125";"l";"Non";"Non"
2022;"03370";"2100140";"20";"l";"Non";"Non"
2022;"03370";"2100151";"130";"l";"Non";"Non"
2022;"03370";"2100186";"460";"l";"Non";"Non"
2022;"03370";"2100215";"240";"l";"Non";"Non"
2022;"03370";"2100234";"5";"l";"Non";"Non"
2022;"03370";"2110004";"140";"l";"Non";"Non"
2022;"03370";"2110018";"50.58";"l";"Non";"Non"
2022;"03370";"2110063";"3";"kg";"Non";"Non"
2022;"03370";"2110077";"90";"l";"Non";"Non"
2022;"03370";"2110095";"105";"l";"Non";"Non"
2022;"03370";"2110102";"279.14";"l";"Non";"Non"
2022;"03370";"2110104";"93";"l";"Non";"Non"
2022;"03370";"2110111";"60";"l";"Non";"Non"
2022;"03370";"2110151";"790";"l";"Non";"Non"
2022;"03370";"2110152";"3";"l";"Non";"Non"
2022;"03370";"2110192";"2.1";"kg";"Non";"Non"
2022;"03370";"2120048";"162";"l";"Non";"Non"
2022;"03370";"2120066";"10";"l";"Non";"Non"
2022;"03370";"2120070";"40";"l";"Non";"Non"
2022;"03370";"2120075";"40";"l";"Non";"Non"
2022;"03370";"2120120";"5";"l";"Non";"Non"
2022;"03370";"2120153";"490";"l";"Non";"Non"
2022;"03370";"2120160";"5";"l";"Non";"Non"
2022;"03370";"2130059";"10";"l";"Non";"Non"
2022;"03370";"2130061";"85";"l";"Non";"Non"
2022;"03370";"2130063";"10";"l";"Non";"Non"
2022;"03370";"2130068";"50";"l";"Non";"Non"
2022;"03370";"2130069";"2";"l";"Non";"Non"
2022;"03370";"2130075";"45";"kg";"Non";"Non"
2022;"03370";"2130083";"13";"l";"Non";"Non"
2022;"03370";"2130086";"255";"kg";"Non";"Non"
2022;"03370";"2130091";"15";"l";"Non";"Non"
2022;"03370";"2130140";"690";"l";"Non";"Non"
2022;"03370";"2130202";"25";"l";"Non";"Non"
2022;"03370";"2130242";"200";"l";"Non";"Non"
2022;"03370";"2130249";"10";"l";"Non";"Non"
2022;"03370";"2130266";"12";"l";"Non";"Non"
2022;"03370";"2140022";"110";"l";"Non";"Non"
2022;"03370";"2140040";"230";"kg";"Non";"Non"
2022;"03370";"2140078";"158.25";"l";"Non";"Non"
2022;"03370";"2140082";"15";"l";"Non";"Non"
2022;"03370";"2140098";"120";"l";"Non";"Non"
2022;"03370";"2140099";"110";"l";"Non";"Non"
2022;"03370";"2140105";"45";"l";"Non";"Non"
2022;"03370";"2140152";"15";"l";"Non";"Non"
2022;"03370";"2140175";"55";"l";"Non";"Non"
2022;"03370";"2140180";"30";"l";"Non";"Non"
2022;"03370";"2140199";"174";"kg";"Non";"Non"
2022;"03370";"2140207";"10";"l";"Non";"Non"
2022;"03370";"2140257";"95";"l";"Non";"Non"
2022;"03370";"2140258";"350";"l";"Non";"Non"
2022;"03370";"2150012";"4";"l";"Non";"Non"
2022;"03370";"2150019";"52.61";"l";"Non";"Non"
2022;"03370";"2150022";"5";"l";"Non";"Non"
2022;"03370";"2150026";"80";"l";"Non";"Non"
2022;"03370";"2150028";"95";"l";"Non";"Non"
2022;"03370";"2150078";"160";"l";"Non";"Non"
2022;"03370";"2150125";"65.6";"l";"Non";"Non"
2022;"03370";"2150130";"3";"l";"Non";"Non"
2022;"03370";"2150140";"6840";"l";"Non";"Non"
2022;"03370";"2150757";"5";"l";"Non";"Non"
2022;"03370";"2150870";"16";"l";"Non";"Non"
2022;"03370";"2150964";"880";"kg";"Non";"Non"
2022;"03370";"2160200";"15";"l";"Non";"Non"
2022;"03370";"2160226";"422";"kg";"Non";"Non"
2022;"03370";"2160260";"25";"l";"Non";"Non"
2022;"03370";"2160384";"25";"l";"Non";"Non"
2022;"03370";"2160387";"125";"l";"Non";"Non"
2022;"03370";"2160693";"24";"l";"Non";"Non"
2022;"03370";"2160817";"20";"l";"Non";"Non"
2022;"03370";"2160920";"10";"l";"Non";"Non"
2022;"03370";"2160931";"513.0";"l";"Non";"Non"
2022;"03370";"2160936";"86";"l";"Non";"Non"
2022;"03370";"2160937";"141";"l";"Non";"Non"
2022;"03370";"2160959";"290";"l";"Non";"Non"
2022;"03370";"2161101";"62.5";"l";"Non";"Non"
2022;"03370";"2170035";"11";"kg";"Non";"Non"
2022;"03370";"2170158";"240";"l";"Non";"Non"
2022;"03370";"2170208";"81";"kg";"Non";"Non"
2022;"03370";"2170230";"0.71";"l";"Non";"Non"
2022;"03370";"2170381";"110";"l";"Non";"Non"
2022;"03370";"2170752";"0.06";"l";"Non";"Non"
2022;"03370";"2170757";"60";"l";"Non";"Non"
2022;"03370";"2170933";"27";"kg";"Non";"Non"
2022;"03370";"2170979";"84";"kg";"Non";"Non"
2022;"03370";"2171066";"80";"l";"Non";"Non"
2022;"03370";"2171141";"85";"l";"Non";"Non"
2022;"03370";"2171253";"1.11";"l";"Non";"Non"
2022;"03370";"2180009";"5";"kg";"Non";"Non"
2022;"03370";"2180124";"3.62";"l";"Non";"Non"
2022;"03370";"2180233";"28";"l";"Non";"Non"
2022;"03370";"2180474";"15";"l";"Non";"Non"
2022;"03370";"2180619";"300";"l";"Non";"Non"
2022;"03370";"2180865";"0.06";"l";"Non";"Non"
2022;"03370";"2190062";"146";"l";"Non";"Non"
2022;"03370";"2190149";"73";"l";"Non";"Non"
2022;"03370";"2190173";"1314";"kg";"Non";"Non"
2022;"03370";"2190214";"405";"l";"Non";"Non"
2022;"03370";"2190246";"40";"l";"Non";"Non"
2022;"03370";"2190321";"45";"l";"Non";"Non"
2022;"03370";"2190395";"72";"l";"Non";"Non"
2022;"03370";"2190634";"85";"l";"Non";"Non"
2022;"03370";"2190639";"165";"l";"Non";"Non"
2022;"03370";"2190686";"455";"l";"Non";"Non"
2022;"03370";"2190687";"72";"kg";"Non";"Non"
2022;"03370";"2190722";"30";"l";"Non";"Non"
2022;"03370";"2190883";"10";"l";"Non";"Non"
2022;"03370";"2200063";"90";"l";"Non";"Non"
2022;"03370";"2200066";"120";"l";"Non";"Non"
2022;"03370";"2200215";"40";"l";"Non";"Non"
2022;"03370";"2200273";"20";"l";"Non";"Non"
2022;"03370";"2200753";"590";"l";"Non";"Non"
2022;"03370";"2200756";"50";"l";"Non";"Non"
2022;"03370";"2200904";"140";"l";"Non";"Non"
2022;"03370";"2210128";"70";"l";"Non";"Non"
2022;"03370";"2210138";"90";"l";"Non";"Non"
2022;"03370";"2210192";"10";"l";"Non";"Non"
2022;"03370";"2210219";"40";"l";"Non";"Non"
2022;"03370";"2210355";"530";"l";"Non";"Non"
2022;"03370";"2210743";"10";"l";"Non";"Non"
2022;"03370";"2220146";"30";"l";"Non";"Non"
2022;"03370";"2220261";"380";"l";"Non";"Non"
2022;"03370";"2220321";"20";"l";"Non";"Non"
2022;"03370";"2220766";"1.6";"kg";"Non";"Non"
2022;"03370";"5500179";"5";"l";"Non";"Non"
2022;"03370";"7900753";"9";"l";"Non";"Non"
2022;"03370";"8000084";"80";"l";"Non";"Non"
2022;"03370";"8100291";"115";"l";"Non";"Non"
2022;"03370";"8100345";"0.22";"kg";"Non";"Non"
2022;"03370";"8400096";"3";"l";"Non";"Non"
2022;"03370";"8400255";"18.0";"kg";"Non";"Non"
2022;"03370";"8400528";"15";"l";"Non";"Non"
2022;"03370";"8400574";"500";"l";"Non";"Non"
2022;"03370";"8600232";"40";"l";"Non";"Non"
2022;"03370";"8600243";"50";"l";"Non";"Non"
2022;"03370";"8700002";"300";"l";"Non";"Non"
2022;"03370";"8700020";"100";"l";"Non";"Non"
2022;"03370";"8700462";"2210";"l";"Non";"Non"
2022;"03370";"8800161";"340";"l";"Non";"Non"
2022;"03370";"8800199";"30";"l";"Non";"Non"
2022;"03370";"8800395";"30";"l";"Non";"Non"
2022;"03370";"8800504";"11";"l";"Non";"Non"
2022;"03370";"8900564";"50";"l";"Non";"Non"
2022;"03370";"8900681";"65";"l";"Non";"Non"
2022;"03370";"9000069";"5";"l";"Non";"Non"
2022;"03370";"9000184";"130";"l";"Non";"Non"
2022;"03370";"9000222";"150";"l";"Non";"Non"
2022;"03370";"9000259";"0.5";"kg";"Non";"Non"
2022;"03370";"9000282";"25";"l";"Non";"Non"
2022;"03370";"9000490";"170";"l";"Non";"Non"
2022;"03370";"9000619";"530";"l";"Non";"Non"
2022;"03370";"9000741";"40";"l";"Non";"Non"
2022;"03370";"9000833";"20";"l";"Non";"Non"
2022;"03370";"9100296";"340";"l";"Non";"Non"
2022;"03370";"9100418";"140";"l";"Non";"Non"
2022;"03370";"9100645";"120";"l";"Non";"Non"
2022;"03370";"9400008";"0.52";"l";"Non";"Non"
2022;"03370";"9400052";"40";"l";"Non";"Non"
2022;"03370";"9400085";"20";"l";"Non";"Non"
2022;"03370";"9400463";"20";"l";"Non";"Non"
2022;"03370";"9400555";"40";"l";"Non";"Non"
2022;"03370";"9500040";"60";"l";"Non";"Non"
2022;"03370";"9500361";"25";"kg";"Non";"Non"
2022;"03370";"9500628";"24";"kg";"Non";"Non"
2022;"03370";"9600093";"230.82";"l";"Non";"Non"
2022;"03370";"9600195";"20";"l";"Non";"Non"
2022;"03370";"9600197";"2.1";"kg";"Non";"Non"
2022;"03370";"9600229";"90.27";"l";"Non";"Non"
2022;"03370";"9600370";"80";"l";"Non";"Non"
2022;"03370";"9600390";"200";"l";"Non";"Non"
2022;"03370";"9800018";"60";"l";"Non";"Non"
2022;"03370";"9800182";"30";"l";"Non";"Non"
2022;"03370";"9800201";"1";"l";"Non";"Non"
2022;"03370";"9800259";"40";"l";"Non";"Non"
2022;"03370";"9800277";"6";"l";"Non";"Non"
2022;"03370";"9800336";"177";"l";"Non";"Non"
2022;"03370";"9800344";"5.45";"l";"Non";"Non"
2022;"03370";"9800374";"1.00";"kg";"Non";"Non"
2022;"03370";"9900047";"120";"l";"Non";"Non"
2022;"03370";"9900115";"311";"l";"Non";"Non"
2022;"03370";"9900251";"10";"l";"Non";"Non"
2022;"03370";"9900340";"170";"l";"Non";"Non"
2022;"03370";"9900412";"20";"l";"Non";"Non"
2022;"03370";"9900446";"3.15";"kg";"Non";"Non"
2022;"03380";"2000122";"0.38";"l";"Non";"Non"
2022;"03380";"2000299";"3";"l";"Non";"Non"
2022;"03380";"2000316";"19";"l";"Non";"Non"
2022;"03380";"2010280";"19";"l";"Non";"Non"
2022;"03380";"2020099";"48";"l";"Non";"Non"
2022;"03380";"2030071";"45";"kg";"Non";"Non"
2022;"03380";"2030323";"101.84";"l";"Non";"Non"
2022;"03380";"2030342";"20";"l";"Non";"Non"
2022;"03380";"2040146";"2.81";"l";"Non";"Non"
2022;"03380";"2050075";"2.5";"kg";"Non";"Non"
2022;"03380";"2060088";"10";"l";"Non";"Non"
2022;"03380";"2060115";"5";"l";"Non";"Non"
2022;"03380";"2060116";"35";"l";"Non";"Non"
2022;"03380";"2060118";"101";"l";"Non";"Non"
2022;"03380";"2070221";"10";"l";"Non";"Non"
2022;"03380";"2080094";"0.36";"kg";"Non";"Non"
2022;"03380";"2080105";"10";"l";"Non";"Non"
2022;"03380";"2080123";"0.4";"kg";"Non";"Non"
2022;"03380";"2080145";"75";"l";"Non";"Non"
2022;"03380";"2090009";"240";"l";"Non";"Non"
