annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2022;14230;2110004;propyzamide;23950-58-5;12;CMR;Substitution;Non
2022;14230;2110018;difenoconazole;119446-68-3;0.03;Env A;;Non
2022;14230;2110018;fludioxonil;131341-86-1;0.03;Env A;;Non
2022;14230;2110040;bacillus subtilis souche qst 713;68038-70-0;0.01567;Autre;;Non
2022;14230;2110056;acide pelargonique;112-05-0;14.936;Autre;;Non
2022;14230;2110063;clopyralid;1702-17-6;2.268;Autre;;Non
2022;14230;2110095;cloquintocet-mexyl;99607-70-2;0.05625;Autre;;Non
2022;14230;2110095;florasulame;145701-23-1;0.025;Env A;;Non
2022;14230;2110095;pinoxaden;243973-20-8;0.225;CMR;;Non
2022;14230;2110102;difenoconazole;119446-68-3;6.97800;Env A;;Non
2022;14230;2110102;fludioxonil;131341-86-1;6.97800;Env A;;Non
2022;14230;2110102;sedaxane;874967-67-6;13.9560;CMR;;Non
2022;14230;2110104;clopyralid;1702-17-6;2.56;Autre;;Non
2022;14230;2110104;florasulame;145701-23-1;0.080;Env A;;Non
2022;14230;2110104;fluroxypyr-meptyl;81406-37-3;4.608;Env A;;Non
2022;14230;2110140;diflufenicanil;83164-33-4;2.4;Env B;;Non
2022;14230;2110140;flufenacet;142459-58-3;4.8;Env A;;Non
2022;14230;2110148;bixafen;581809-46-3;0.125;Env A;;Non
2022;14230;2110152;cypermethrine;52315-07-8;0.56;Env A;;Non
2022;14230;2110162;azoxystrobine;131860-33-8;48.75;Santé A;;Non
2022;14230;2110167;tebuconazole;107534-96-3;58.05;CMR;;Non
2022;14230;2120041;zirame;137-30-4;21.0630;Santé A;;Non
2022;14230;2120048;aminopyralid;150114-71-9;1.20;Env A;;Non
2022;14230;2120048;triclopyr;55335-06-3;9.60;Env B;;Non
2022;14230;2120066;dichlorprop-p;15165-67-0;18;Autre;;Non
2022;14230;2120066;picolinafen;137641-05-5;0.6;Env A;;Non
2022;14230;2120075;dimethenamide-p (dmta-p);163515-14-8;44;Env A;;Non
2022;14230;2120075;metazachlore;67129-08-2;44;CMR;;Non
2022;14230;2120075;quinmerac;90717-03-6;22;Env A;;Non
2022;14230;2120089;2,4-mcpa;94-74-6;1.5;Env A;;Non
2022;14230;2120089;diflufenicanil;83164-33-4;0.375;Env B;;Non
2022;14230;2120089;glyphosate;1071-83-6;3.0;Env A;;Non
2022;14230;2120120;bentazone;25057-89-0;2.4;Env B;;Non
2022;14230;2120120;imazamox;114311-32-9;0.112;Env A;Substitution;Non
2022;14230;2120143;glyphosate;1071-83-6;172.8;Env A;;Non
2022;14230;2120153;propyzamide;23950-58-5;160;CMR;Substitution;Non
2022;14230;2130059;lambda-cyhalothrine;91465-08-6;0.5;Santé A;Substitution;Non
2022;14230;2130063;nicosulfuron;111991-09-4;12.2;Env A;;Non
2022;14230;2130068;diflufenicanil;83164-33-4;19;Env B;;Non
2022;14230;2130069;diflufenicanil;83164-33-4;1.5;Env B;;Non
2022;14230;2130083;lambda-cyhalothrine;91465-08-6;4.9;Santé A;Substitution;Non
2022;14230;2130086;metaldehyde;108-62-3;30.75;CMR;;Non
2022;14230;2130140;diflufenicanil;83164-33-4;5.6;Env B;;Non
2022;14230;2130140;pendimethaline;40487-42-1;56;Env A;Substitution;Non
2022;14230;2130164;cyprosulfamide;221667-31-8;3.075;Autre;;Non
2022;14230;2130164;foramsulfuron;173159-57-4;6.15;CMR;;Non
2022;14230;2130164;thiencarbazone-methyl;317815-83-1;2.05;Env A;;Non
2022;14230;2130193;diflufenicanil;83164-33-4;1;Env B;;Non
2022;14230;2130193;flufenacet;142459-58-3;2;Env A;;Non
2022;14230;2130202;fluopyram;658066-35-4;14.375;Env A;;Non
2022;14230;2130202;prothioconazole;178928-70-6;14.375;Env A;;Non
2022;14230;2130251;lambda-cyhalothrine;91465-08-6;0.5;Santé A;Substitution;Non
2022;14230;2130266;bromuconazole;116255-48-2;15.030;CMR;;Non
2022;14230;2130266;tebuconazole;107534-96-3;9.630;CMR;;Non
2022;14230;2140018;trinexapac-ethyl;95266-40-3;28.75;Env A;;Non
2022;14230;2140040;phosmet;732-11-6;2.5;CMR;;Non
2022;14230;2140051;fluxapyroxad;907204-31-3;0.74592;Santé A;;Non
2022;14230;2140078;fludioxonil;131341-86-1;0.2538;Env A;;Non
2022;14230;2140078;tefluthrine;79538-32-2;1.0152;Santé A;;Non
2022;14230;2140082;trinexapac-ethyl;95266-40-3;23.450;Env A;;Non
2022;14230;2140084;polysulfure de calcium;1344-81-6;30.4;Env A;;Non
2022;14230;2140090;azadirachtine;11141-17-6;0.0294;CMR;;Non
2022;14230;2140098;aminopyralid;150114-71-9;0.2635;Env A;;Non
2022;14230;2140098;propyzamide;23950-58-5;25;CMR;Substitution;Non
2022;14230;2140121;acide pelargonique;112-05-0;1.829443;Autre;;Non
2022;14230;2140175;metconazole;125116-23-6;14.85;CMR;;Non
2022;14230;2140233;lambda-cyhalothrine;91465-08-6;0.24;Santé A;Substitution;Non
2022;14230;2140256;chlorpyriphos-methyl;5598-13-0;0.1125;Env A;;Non
2022;14230;2140257;iodosulfuron-methyl-sodium;144550-36-7;0.76;Env A;;Non
2022;14230;2140257;mefenpyr-diethyl;135590-91-9;11.40;Autre;;Non
2022;14230;2140257;mesosulfuron-methyl;208465-21-8;3.80;Env A;;Non
2022;14230;2140258;iodosulfuron-methyl-sodium;144550-36-7;0.3375;Env A;;Non
2022;14230;2140258;mesosulfuron-methyl;208465-21-8;0.3375;Env A;;Non
2022;14230;2150012;mesotrione;104206-82-8;0.288;CMR;;Non
2022;14230;2150019;silthiofam;175217-20-6;1.65;Env A;;Non
2022;14230;2150022;dicamba;1918-00-9;2.88;Env B;;Non
2022;14230;2150104;huile minerale paraffinique;8042-47-5;326.8;Autre;;Non
2022;14230;2150140;glyphosate;1071-83-6;583.2;Env A;;Non
2022;14230;2150483;lambda-cyhalothrine;91465-08-6;1.84;Santé A;Substitution;Non
2022;14230;2150484;clopyralid;1702-17-6;0.6;Autre;;Non
2022;14230;2150484;florasulame;145701-23-1;0.050;Env A;;Non
2022;14230;2150753;fluopyram;658066-35-4;2.5;Env A;;Non
2022;14230;2150753;prothioconazole;178928-70-6;2.5;Env A;;Non
2022;14230;2150757;diflufenicanil;83164-33-4;1;Env B;;Non
2022;14230;2150757;glyphosate;1071-83-6;6.25;Env A;;Non
2022;14230;2150870;florasulame;145701-23-1;0.60;Env A;;Non
2022;14230;2150918;clodinafop-propargyl;105512-06-9;2;Env A;;Non
2022;14230;2150918;cloquintocet-mexyl;99607-70-2;0.5;Autre;;Non
2022;14230;2150964;lambda-cyhalothrine;91465-08-6;13.88;Santé A;Substitution;Non
2022;14230;2150969;phosphate ferrique;10045-86-0;0.007263;Autre;;Non
2022;14230;2160200;cloquintocet-mexyl;99607-70-2;0.5625;Autre;;Non
2022;14230;2160200;pinoxaden;243973-20-8;2.25;CMR;;Non
2022;14230;2160226;phosphate ferrique;10045-86-0;7.744;Autre;;Non
2022;14230;2160248;dicamba;1918-00-9;2.4;Env B;;Non
2022;14230;2160248;mesotrione;104206-82-8;1;CMR;;Non
2022;14230;2160260;metconazole;125116-23-6;1.8;CMR;;Non
2022;14230;2160326;diflufenicanil;83164-33-4;3.0;Env B;;Non
2022;14230;2160384;trinexapac-ethyl;95266-40-3;8.25;Env A;;Non
2022;14230;2160387;tebuconazole;107534-96-3;13.75;CMR;;Non
2022;14230;2160402;chlorotoluron;15545-48-9;20;CMR;;Non
2022;14230;2160402;diflufenicanil;83164-33-4;1.25;Env B;;Non
2022;14230;2160527;sels de potassium d'acides gras;10124-65-9;9.596;Autre;;Non
2022;14230;2160617;benzovindiflupyr;1072957-71-1;0.5;Santé A;Substitution;Non
2022;14230;2160724;azoxystrobine;131860-33-8;0.625;Santé A;;Non
2022;14230;2160724;difenoconazole;119446-68-3;0.625;Env A;;Non
2022;14230;2160814;diflufenicanil;83164-33-4;7;Env B;;Non
2022;14230;2160931;bixafen;581809-46-3;18.80125;Env A;;Non
2022;14230;2160931;fluopyram;658066-35-4;18.80125;Env A;;Non
2022;14230;2160931;prothioconazole;178928-70-6;37.6025;Env A;;Non
2022;14230;2160936;cloquintocet-mexyl;99607-70-2;0.144;Autre;;Non
2022;14230;2160936;fluroxypyr-meptyl;81406-37-3;4.836;Env A;;Non
2022;14230;2160936;halauxifen-methyl;943831-98-9;0.15;Env A;;Non
2022;14230;2160937;cloquintocet-mexyl;99607-70-2;1.854;Autre;;Non
2022;14230;2160937;florasulame;145701-23-1;1.545;Env A;;Non
2022;14230;2160937;halauxifen-methyl;943831-98-9;1.93125;Env A;;Non
2022;14230;2160959;benzovindiflupyr;1072957-71-1;4.500;Santé A;Substitution;Non
2022;14230;2160959;prothioconazole;178928-70-6;9.00;Env A;;Non
2022;14230;2161101;fluxapyroxad;907204-31-3;2.625;Santé A;;Non
2022;14230;2161101;pyraclostrobine;175013-18-0;5.25;Santé A;;Non
2022;14230;2170158;dimethenamide-p (dmta-p);163515-14-8;29.97;Env A;;Non
2022;14230;2170158;quinmerac;90717-03-6;15.03;Env A;;Non
2022;14230;2170216;cloquintocet-mexyl;99607-70-2;0.1;Autre;;Non
2022;14230;2170216;diflufenicanil;83164-33-4;0.4;Env B;;Non
2022;14230;2170216;florasulame;145701-23-1;0.02;Env A;;Non
2022;14230;2170216;iodosulfuron-methyl-sodium;144550-36-7;0.05;Env A;;Non
2022;14230;2170381;mesotrione;104206-82-8;22.05;CMR;;Non
2022;14230;2170381;terbuthylazine;5915-41-3;103.95;Env A;;Non
2022;14230;2170423;mesotrione;104206-82-8;12.5;CMR;;Non
2022;14230;2170424;mesotrione;104206-82-8;4.0;CMR;;Non
2022;14230;2170425;mesotrione;104206-82-8;14.5;CMR;;Non
2022;14230;2170429;fenpropidine;67306-00-7;11.25;Env A;;Non
2022;14230;2170429;prochloraze;67747-09-5;15;Env A;;Non
2022;14230;2170429;tebuconazole;107534-96-3;7.5;CMR;;Non
2022;14230;2170712;azoxystrobine;131860-33-8;0.25;Santé A;;Non
2022;14230;2170752;sedaxane;874967-67-6;0.09;CMR;;Non
2022;14230;2170757;prochloraze;67747-09-5;6.675;Env A;;Non
2022;14230;2170757;tebuconazole;107534-96-3;3.325;CMR;;Non
2022;14230;2170979;cloquintocet-mexyl;99607-70-2;0.5664;Autre;;Non
2022;14230;2170979;florasulame;145701-23-1;0.1136;Env A;;Non
2022;14230;2170979;pyroxsulame;422556-08-9;0.5664;Env A;;Non
2022;14230;2171035;tebuconazole;107534-96-3;17.5;CMR;;Non
2022;14230;2171054;diflufenicanil;83164-33-4;21;Env B;;Non
2022;14230;2171054;flufenacet;142459-58-3;42;Env A;;Non
2022;14230;2171111;metamitrone;41394-05-2;10.5;Env A;;Non
2022;14230;2171179;metazachlore;67129-08-2;2.5;CMR;;Non
2022;14230;2171193;mesotrione;104206-82-8;0.35;CMR;;Non
2022;14230;2171193;terbuthylazine;5915-41-3;1.65;Env A;;Non
2022;14230;2171253;bacillus amyloliquefaciens souche mbi 600;NC;;Autre;;Non
2022;14230;2180009;dicamba;1918-00-9;15.5;Env B;;Non
2022;14230;2180009;tritosulfuron;142469-14-5;7.75;Env A;;Non
2022;14230;2180124;metalaxyl;57837-19-1;0.6784;Env B;;Non
2022;14230;2180124;prothioconazole;178928-70-6;3.392;Env A;;Non
2022;14230;2180165;dicamba dimethylammonium;2300-66-5;21.6;Autre;;Non
2022;14230;2180196;azoxystrobine;131860-33-8;3.75;Santé A;;Non
2022;14230;2180233;dicamba;1918-00-9;0.48;Env B;;Non
2022;14230;2180309;clomazone;81777-89-1;2.88;Env A;;Non
2022;14230;2180463;metaldehyde;108-62-3;12;CMR;;Non
2022;14230;2180619;aclonifen;74070-46-5;12;CMR;;Non
2022;14230;2180807;diflufenicanil;83164-33-4;7.2;Env B;;Non
2022;14230;2180807;flufenacet;142459-58-3;28.8;Env A;;Non
2022;14230;2180807;pendimethaline;40487-42-1;119.88;Env A;Substitution;Non
2022;14230;2180865;ipconazole;125225-28-7;0.06328;CMR;Exclusion;Non
2022;14230;2189996;azadirachtine;11141-17-6;0.078;CMR;;Non
2022;14230;2190016;pyrimicarbe;23103-98-2;4.5;CMR;;Non
2022;14230;2190016;tau-fluvalinate;102851-06-9;1.62;Env A;;Non
2022;14230;2190040;benoxacor;98730-04-2;3.15;Autre;;Non
2022;14230;2190040;s-metolachlore;87392-12-9;64.05;Env A;;Non
2022;14230;2190041;prothioconazole;178928-70-6;26.25;Env A;;Non
2022;14230;2190062;halauxifen-methyl;943831-98-9;0.4;Env A;;Non
2022;14230;2190062;piclorame;01/02/1918;1.92;Env A;;Non
2022;14230;2190173;metaldehyde;108-62-3;3.96;CMR;;Non
2022;14230;2190173;phosphate ferrique;10045-86-0;6.4152;Autre;;Non
2022;14230;2190214;aclonifen;74070-46-5;9;CMR;;Non
2022;14230;2190214;diflufenicanil;83164-33-4;1.2;Env B;;Non
2022;14230;2190214;flufenacet;142459-58-3;1.5;Env A;;Non
2022;14230;2190215;clomazone;81777-89-1;2.88;Env A;;Non
2022;14230;2190246;prosulfocarbe;52888-80-9;16;Env A;;Non
2022;14230;2190268;diflufenicanil;83164-33-4;4.5;Env B;;Non
2022;14230;2190395;prothioconazole;178928-70-6;3;Env A;;Non
2022;14230;2190608;flufenacet;142459-58-3;1;Env A;;Non
2022;14230;2190634;azoxystrobine;131860-33-8;36.25;Santé A;;Non
2022;14230;2190686;fluxapyroxad;907204-31-3;29.25;Santé A;;Non
2022;14230;2190686;mefentrifluconazole;1417782-03-6;58.5;Env A;;Non
2022;14230;2190687;fludioxonil;131341-86-1;6;Env A;;Non
2022;14230;2190883;prothioconazole;178928-70-6;3.25;Env A;;Non
2022;14230;2190964;phosmet;732-11-6;12.5;CMR;;Non
2022;14230;2200060;penthiopyrad;183675-82-3;0.013077;Env A;;Non
2022;14230;2200066;fenpicoxamide;517875-34-2;9;Env A;;Non
2022;14230;2200165;flufenacet;142459-58-3;13.5;Env A;;Non
2022;14230;2200215;clethodime;99129-21-2;3.6;Env B;;Non
2022;14230;2200296;lambda-cyhalothrine;91465-08-6;0.1;Santé A;Substitution;Non
2022;14230;2200753;glyphosate;1071-83-6;97.2;Env A;;Non
2022;14230;2200904;bromuconazole;116255-48-2;25.5;CMR;;Non
2022;14230;2210013;fenpicoxamide;517875-34-2;0.5;Env A;;Non
2022;14230;2210013;prothioconazole;178928-70-6;1;Env A;;Non
2022;14230;2210128;phosphonate de potassium;13492-26-7;105.7;Autre;;Non
2022;14230;2210192;prosulfocarbe;52888-80-9;128;Env A;;Non
2022;14230;2210341;fluxapyroxad;907204-31-3;0.625;Santé A;;Non
2022;14230;2210341;metconazole;125116-23-6;0.45;CMR;;Non
2022;14230;2210355;esters methyliques d'acides gras c16-c18 et c18 insatures;67762-38-3;32.69;Autre;;Non
2022;14230;2210355;sulfate d'ammonium;7783-20-2;10.654;Autre;;Non
2022;14230;2210443;glyphosate;1071-83-6;54;Env A;;Non
2022;14230;2210858;diflufenicanil;83164-33-4;3;Env B;;Non
2022;14230;2210858;flufenacet;142459-58-3;6;Env A;;Non
2022;14230;2210978;halauxifen-methyl;943831-98-9;0.15;Env A;;Non
2022;14230;2210978;piclorame;01/02/1918;0.72;Env A;;Non
2022;14230;2220060;mesotrione;104206-82-8;0.75;CMR;;Non
2022;14230;2220060;nicosulfuron;111991-09-4;0.3;Env A;;Non
2022;14230;2220155;aclonifen;74070-46-5;30;CMR;;Non
2022;14230;2220253;chlorotoluron;15545-48-9;40;CMR;;Non
2022;14230;6400401;lenacile;01/08/2164;1.6;CMR;;Non
2022;14230;7200313;alcools terpeniques;98-55-5;19.950;Autre;;Non
2022;14230;7500716;cuivre du sulfate de cuivre;8011-63-0;8;Env A;Substitution;Non
2022;14230;7800132;ethephon;16672-87-0;2.4;Santé A;;Non
2022;14230;8000084;2,4-mcpa;94-74-6;24;Env A;;Non
2022;14230;8100291;metazachlore;67129-08-2;45;CMR;;Non
2022;14230;8100345;hymexazol;10004-44-1;0.035;CMR;;Non
2022;14230;8300063;soufre pour pulverisation (micronise);7704-34-9;40;Autre;;Non
2022;14230;8400096;dicamba;1918-00-9;13.92;Env B;;Non
2022;14230;8400255;metsulfuron-methyl;74223-64-6;2.02;Env A;Substitution;Non
2022;14230;8400528;isoxaben;82558-50-7;10.625;Env B;;Non
2022;14230;8600243;aclonifen;74070-46-5;102;CMR;;Non
2022;14230;8700002;chlorotoluron;15545-48-9;280;CMR;;Non
2022;14230;8700462;prosulfocarbe;52888-80-9;848;Env A;;Non
2022;14230;8800199;propaquizafop;111479-05-1;3.5;Env A;;Non
2022;14230;8800395;lambda-cyhalothrine;91465-08-6;0.225;Santé A;Substitution;Non
2022;14230;8800395;pyrimicarbe;23103-98-2;4.5;CMR;;Non
2022;14230;8800504;butoxyde de piperonyle;51-03-6;0.225;Autre;;Non
2022;14230;8800504;deltamethrine;52918-63-5;0.025;Santé A;;Non
2022;14230;8900564;tau-fluvalinate;102851-06-9;0.24;Env A;;Non
2022;14230;9000069;ethofumesate;26225-79-6;5;Env A;;Non
2022;14230;9000184;2,4-mcpa;94-74-6;3;Env A;;Non
2022;14230;9000184;clopyralid;1702-17-6;0.3;Autre;;Non
2022;14230;9000184;fluroxypyr-meptyl;81406-37-3;0.864;Env A;;Non
2022;14230;9000222;soufre;7704-34-9;497;Autre;;Non
2022;14230;9000259;amidosulfuron;120923-37-7;0.90;Env A;;Non
2022;14230;9000490;cycloxydime;101205-02-1;3.0;CMR;;Non
2022;14230;9100046;trinexapac-ethyl;95266-40-3;1;Env A;;Non
2022;14230;9100296;2,4-d;94-75-7;105;Env B;;Non
2022;14230;9100418;nicosulfuron;111991-09-4;3.4;Env A;;Non
2022;14230;9200073;triflusulfuron-methyl;126535-15-7;0.15;CMR;;Non
2022;14230;9400008;triticonazole;131983-72-7;0.447;Env A;;Non
2022;14230;9400052;clethodime;99129-21-2;12.96;Env B;;Non
2022;14230;9400085;etofenprox;80844-07-1;12.0750;Santé A;;Non
2022;14230;9400463;phenmediphame;13684-63-4;4;Env A;;Non
2022;14230;9500040;quizalofop-p-ethyl;100646-51-3;3.25;Env A;;Non
2022;14230;9500628;bentazone;25057-89-0;31.32;Env B;;Non
2022;14230;9600093;azoxystrobine;131860-33-8;11.875;Santé A;;Non
2022;14230;9600197;carfentrazone ethyl;128639-02-1;0.24;Env A;;Non
2022;14230;9600197;metsulfuron-methyl;74223-64-6;0.06;Env A;Substitution;Non
2022;14230;9600229;fenpropidine;67306-00-7;3.75;Env A;;Non
2022;14230;9600370;2,4-mcpa;94-74-6;1.75;Env A;;Non
2022;14230;9600370;clopyralid (sous forme de sel de monoethanolamine);57754-85-5;0.175;Autre;;Non
2022;14230;9600390;glyphosate;1071-83-6;36.0;Env A;;Non
2022;14230;9800018;clomazone;81777-89-1;2.7;Env A;;Non
2022;14230;9800018;dimethachlore;50563-36-5;16.875;Env A;;Non
2022;14230;9800018;napropamide;15299-99-7;16.875;Env A;;Non
2022;14230;9800100;chlorotoluron;15545-48-9;28;CMR;;Non
2022;14230;9800201;2,4-mcpa;94-74-6;0.27;Env A;;Non
2022;14230;9800201;dichlorprop-p;15165-67-0;0.27;Autre;;Non
2022;14230;9800201;glyphosate;1071-83-6;0.36;Env A;;Non
2022;14230;9800262;flazasulfuron;104040-78-0;0.375;Env A;;Non
2022;14230;9800277;florasulame;145701-23-1;0.3;Env A;;Non
2022;14230;9800336;lambda-cyhalothrine;91465-08-6;7.0;Santé A;Substitution;Non
2022;14230;9800344;fludioxonil;131341-86-1;0.05875;Env A;;Non
2022;14230;9800344;metalaxyl-m;70630-17-0;0.022795;Autre;;Non
2022;14230;9800474;cuivre du sulfate de cuivre;8011-63-0;24;Env A;Substitution;Non
2022;14230;9900047;mesotrione;104206-82-8;18.0;CMR;;Non
2022;14230;9900115;clethodime;99129-21-2;25.8;Env B;;Non
2022;14230;9900202;amidosulfuron;120923-37-7;1.275;Env A;;Non
2022;14230;9900202;iodosulfuron-methyl-sodium;144550-36-7;0.1275;Env A;;Non
2022;14230;9900202;mefenpyr-diethyl;135590-91-9;1.275;Autre;;Non
2022;14230;9900251;dimethenamide-p (dmta-p);163515-14-8;187.2;Env A;;Non
2022;14230;9900446;cymoxanil;57966-95-7;1.835;CMR;;Non
2022;14230;9900446;fludioxonil;131341-86-1;0.9175;Env A;;Non
2022;14230;9900446;metalaxyl-m;70630-17-0;3.112160;Autre;;Non
2022;14240;2000044;fluazifop-p-butyl;79241-46-6;2.5;CMR;;Non
2022;14240;2000046;ethofumesate;26225-79-6;2.25;Env A;;Non
2022;14240;2000046;metamitrone;41394-05-2;5.25;Env A;;Non
2022;14240;2000122;metalaxyl-m;70630-17-0;0.122112;Autre;;Non
2022;14240;2000125;cuivre du sulfate de cuivre;8011-63-0;0.28;Env A;Substitution;Non
2022;14240;2000201;silthiofam;175217-20-6;0.1;Env A;;Non
2022;14240;2000202;glyphosate;1071-83-6;43.2;Env A;;Non
2022;14240;2000205;propoxycarbazone sodium;181274-15-7;0.42;Env A;;Non
2022;14240;2000299;clomazone;81777-89-1;5.40;Env A;;Non
2022;14240;2000301;foramsulfuron;173159-57-4;2.8125;CMR;;Non
2022;14240;2000301;isoxadifen-ethyl;163520-33-0;2.8125;Env A;;Non
2022;14240;2000316;esfenvalerate;66230-04-4;1.3;Santé A;Substitution;Non
2022;14240;2000324;deltamethrine;52918-63-5;1.8;Santé A;;Non
2022;14240;2000327;carfentrazone ethyl;128639-02-1;4.2;Env A;;Non
2022;14240;2000369;metsulfuron-methyl;74223-64-6;0.08;Env A;Substitution;Non
2022;14240;2000380;clethodime;99129-21-2;2.4;Env B;;Non
2022;14240;2010030;mepiquat-chlorure;24307-26-4;273.0;Env B;;Non
2022;14240;2010030;prohexadione-calcium;127277-53-6;45.50;Env B;;Non
2022;14240;2010239;florasulame;145701-23-1;0.035;Env A;;Non
2022;14240;2010239;fluroxypyr-meptyl;81406-37-3;5.0435;Env A;;Non
2022;14240;2010280;metconazole;125116-23-6;71.19;CMR;;Non
2022;14240;2010283;metconazole;125116-23-6;4.5;CMR;;Non
2022;14240;2020099;trifloxystrobine;141517-21-7;24.5;Env A;;Non
2022;14240;2020226;clethodime;99129-21-2;0.24;Env B;;Non
2022;14240;2020474;metazachlore;67129-08-2;122.5;CMR;;Non
2022;14240;2030071;metaldehyde;108-62-3;2.25;CMR;;Non
2022;14240;2030323;fludioxonil;131341-86-1;1.72625;Env A;;Non
2022;14240;2030332;2,4-d;94-75-7;3.6;Env B;;Non
2022;14240;2030332;dichlorprop-p;15165-67-0;1.8;Autre;;Non
2022;14240;2030342;chlormequat chlorure;999-81-5;772.8;Autre;;Non
2022;14240;2030404;pendimethaline;40487-42-1;80;Env A;Substitution;Non
2022;14240;2040146;tefluthrine;79538-32-2;11.844;Santé A;;Non
2022;14240;2050046;flonicamide;158062-67-0;4.25;Autre;;Non
2022;14240;2050075;boscalid;188425-85-6;3.75;Env A;;Non
2022;14240;2060063;picolinafen;137641-05-5;5.25;Env A;;Non
2022;14240;2060088;benoxacor;98730-04-2;34.5;Autre;;Non
2022;14240;2060088;mesotrione;104206-82-8;69.0;CMR;;Non
2022;14240;2060088;s-metolachlore;87392-12-9;690;Env A;;Non
2022;14240;2060116;prothioconazole;178928-70-6;46.500;Env A;;Non
2022;14240;2060118;fluoxastrobine;361377-29-9;22;CMR;;Non
2022;14240;2060118;prothioconazole;178928-70-6;44;Env A;;Non
2022;14240;2060119;metsulfuron-methyl;74223-64-6;0.16;Env A;Substitution;Non
2022;14240;2060127;prothioconazole;178928-70-6;0.498;Env A;;Non
2022;14240;2060131;2,4-d;94-75-7;5.580;Env B;;Non
2022;14240;2060131;triclopyr;55335-06-3;6.216;Env B;;Non
2022;14240;2060194;tefluthrine;79538-32-2;4.14;Santé A;;Non
2022;14240;2070184;chlorotoluron;15545-48-9;68;CMR;;Non
2022;14240;2070184;diflufenicanil;83164-33-4;4.25;Env B;;Non
2022;14240;2070221;metazachlore;67129-08-2;12;CMR;;Non
2022;14240;2070221;quinmerac;90717-03-6;3;Env A;;Non
2022;14240;2080026;nicosulfuron;111991-09-4;3.54;Env A;;Non
2022;14240;2080049;thiamethoxam;153719-23-4;0.12;Env A;;Non
2022;14240;2080098;mandipropamide;374726-62-2;7.5;Env A;;Non
2022;14240;2080105;glyphosate;1071-83-6;1.8;Env A;;Non
2022;14240;2080112;thirame;137-26-8;0.0384;Env A;;Non
2022;14240;2080114;cymoxanil;57966-95-7;0.5;CMR;;Non
2022;14240;2080114;propamocarbe hcl;25606-41-1;4;Autre;;Non
2022;14240;2080117;prosulfuron;94125-34-5;1.4625;Env A;Substitution;Non
2022;14240;2080123;metsulfuron-methyl;74223-64-6;0.04;Env A;Substitution;Non
2022;14240;2080125;metsulfuron-methyl;74223-64-6;0.92;Env A;Substitution;Non
2022;14240;2080145;diflufenicanil;83164-33-4;219;Env B;;Non
2022;14240;2080145;flufenacet;142459-58-3;438;Env A;;Non
2022;14240;2080147;difenoconazole;119446-68-3;11.25;Env A;;Non
